GPST,Ax,Ay,Az,Gx,Gy,Gz
391822.349,-0.4118793,-8.77695175,0.5491724,0.119,-1.232,2.608
391822.389,-0.2941994999999999,-7.9433865,0.4216859499999999,0.203,-1.0,2.596
391822.429,-0.4511058999999999,-7.3746008,0.00980665,0.32,-0.941,2.435
391822.469,-0.65704555,-7.394214099999999,-0.26477955,0.396,-0.971,2.025
391822.509,-0.8237586,-7.28634095,-0.0588399,0.409,-0.851,1.375
391822.549,-1.20621795,-7.737446849999999,0.2353596,0.284,-0.545,0.552
391822.589,-1.569064,-9.6889702,0.2549728999999999,0.072,-0.241,-0.345
391822.629,-1.28467115,-10.1008495,0.8531785499999999,-0.062,-0.044,-1.044
391822.669,-1.32389775,-12.1994726,0.7943386499999999,-0.146,0.26,-1.648
391822.709,-0.9414384,-11.669913499999998,1.20621795,-0.24,0.713,-2.26
391822.749,-0.57859235,-11.0815145,1.6279039,-0.298,1.076,-2.286
391822.789,-0.91201845,-13.11149105,0.9218251,-0.316,1.282,-2.293
391822.829,-1.1964112999999998,-11.26784085,1.08853815,-0.238,1.25,-2.142
391822.869,-1.89268345,-7.982613099999999,1.3533177,-0.244,1.269,-2.068
391822.909,-2.6085689,-6.4527757,1.10815145,-0.123,0.927,-2.113
391822.949,-2.6870221,-6.894074949999999,1.16699135,-0.008,0.693,-2.208
391822.989,-2.63798885,-8.571012099999999,1.0296982499999998,0.077,0.745,-2.2
391823.029,-2.77528195,-9.63993695,0.95124505,0.068,0.783,-1.906
391823.068,-2.93218835,-11.1011278,0.8825985,-0.02,0.565,-1.251
391823.108,-2.75566865,-12.160246,0.46091255,-0.125,0.151,-0.255
391823.148,-2.4124359,-13.2978174,0.2941994999999999,-0.356,-0.307,0.633
391823.188,-2.34378935,-16.435945399999998,-0.06864655,-0.463,-0.479,1.207
391823.228,-2.22610955,-13.5920169,-0.196133,-0.313,-0.876,1.62
391823.268,-1.83384355,-12.464252149999998,-0.38245935,-0.244,-1.523,2.014
391823.308,-1.0002783,-13.38607725,-0.20593965,0.051,-1.765,2.261
391823.348,-0.2549728999999999,-11.061901199999998,0.24516625,0.24,-1.459,2.547
391823.388,-0.4511058999999999,-8.6886919,0.3530393999999999,0.244,-1.159,2.761
391823.428,-0.7256921,-8.1787461,0.32361945,0.324,-1.022,2.759
391823.468,-0.8041453,-8.01203305,0.06864655,0.443,-0.887,2.582
391823.508,-0.95124505,-8.09048625,-0.20593965,0.498,-0.844,2.21
391823.548,-1.06892485,-7.982613099999999,-0.1863263499999999,0.531,-0.832,1.604
391823.588,-1.1964112999999998,-8.34545915,0.1176798,0.448,-0.654,0.816
391823.628,-1.12776475,-9.7674234,0.32361945,0.291,-0.439,0.067
391823.668,-0.6962721499999999,-9.75761675,0.91201845,0.152,-0.206,-0.517
391823.708,-0.8727918499999999,-11.32668075,1.1375714,0.034,0.239,-1.079
391823.748,-0.784532,-11.67972015,1.4023509499999998,-0.093,0.902,-1.788
391823.788,-0.8237586,-10.9638347,1.3337044,-0.3,1.334,-2.06
391823.828,-1.3337044,-12.17005265,0.8237586,-0.325,1.228,-2.322
391823.868,-1.06892485,-11.07170785,1.1571847,-0.197,1.133,-2.395
391823.908,-1.2944778,-8.36507245,1.7259703999999998,-0.173,1.377,-2.38
391823.948,-2.26533615,-7.129434549999999,1.5494507,-0.141,1.462,-2.469
391823.988,-2.93218835,-7.8257067,1.1866046499999998,0.0,1.174,-2.607
391824.028,-3.10870805,-9.20844435,0.9218251,0.148,0.851,-2.475
391824.067,-3.08909475,-10.0616229,1.0591182,0.137,0.531,-1.837
391824.104,-2.9616082999999995,-10.071429549999998,1.6279039,-0.047,0.396,-0.938
391824.144,-3.4911674,-11.316874099999998,1.1571847,-0.144,0.383,-0.171
391824.184,-3.4715541,-12.15043935,0.44129925,-0.23,0.112,0.345
391824.224,-3.1185147,-15.2003075,0.7551120499999999,-0.434,-0.019,0.726
391824.264,-2.8243152,-14.34712895,-0.38245935,-0.189,-0.522,1.203
391824.304,-1.81423025,-11.964113,-0.2157462999999999,-0.24,-1.251,1.831
391824.344,-1.4317708999999998,-15.21011415,-0.34323275,-0.075,-1.71,2.241
391824.384,-0.4216859499999999,-12.7682583,0.2353596,0.191,-1.612,2.587
391824.424,-0.1078731499999999,-9.5712904,0.7551120499999999,0.156,-1.278,2.911
391824.464,-0.3138128,-8.404299049999999,0.784532,0.162,-0.957,3.091
391824.504,-0.5295591,-7.91396655,0.196133,0.275,-0.817,3.055
391824.544,-0.8041453,-7.5118939,-0.16671305,0.372,-0.951,2.626
391824.584,-0.8041453,-7.1588545,0.1176798,0.454,-1.011,1.894
391824.624,-1.0198915999999998,-7.737446849999999,0.44129925,0.372,-0.69,0.984
391824.664,-1.16699135,-9.56148375,0.67665885,0.177,-0.287,0.021
391824.704,-0.81395195,-9.894909849999998,1.1767979999999998,0.06,-0.026,-0.605
391824.744,-0.7943386499999999,-11.0815145,1.57887065,-0.005,0.309,-1.121
391824.784,-0.8727918499999999,-11.71894675,1.8044236,-0.09,0.845,-1.827
391824.824,-0.7649187,-9.9439431,2.20649625,-0.183,1.326,-2.151
391824.864,-1.4808041499999998,-12.03275955,1.372931,-0.282,1.372,-2.484
391824.904,-1.4808041499999998,-11.83662655,1.3140911,-0.149,1.201,-2.717
391824.944,-1.46119085,-9.2770909,1.52003075,-0.055,1.125,-2.726
391824.983,-1.9221034,-7.7276402,1.4023509499999998,-0.017,1.083,-2.674
391825.023,-2.36340265,-8.208166049999999,1.1571847,0.04,0.957,-2.452
391825.063,-2.9027684,-8.73772515,0.77472535,0.086,0.75,-2.095
391825.103,-3.2558078,-9.01231135,1.01008495,0.055,0.534,-1.651
391825.143,-3.59904055,-9.5712904,1.3140911,-0.086,0.638,-1.112
391825.183,-4.0403398,-11.6110736,0.53936575,-0.195,0.605,-0.618
391825.223,-3.91285335,-12.3759923,-0.1569064,-0.31,-0.016,0.054
391825.263,-2.89296175,-15.40624715,0.6864655000000001,-0.516,-0.455,0.726
391825.303,-2.02997655,-15.1218543,0.6276256,-0.456,-0.376,1.447
391825.343,-2.0005566,-11.77778665,0.7158854499999999,-0.465,-0.685,2.055
391825.383,-1.89268345,-12.993811249999998,0.34323275,-0.237,-1.174,2.365
391825.423,-1.1767979999999998,-12.9251647,0.16671305,0.067,-1.418,2.501
391825.463,-0.6080123,-11.50320045,0.57859235,0.193,-1.206,2.553
391825.503,-0.50013915,-9.65955025,1.0296982499999998,0.225,-0.769,2.626
391825.543,-0.5982056499999999,-8.5317855,0.4707192,0.292,-0.528,2.765
391825.583,-0.81395195,-8.051259649999999,-0.20593965,0.387,-0.683,2.798
391825.623,-1.14737805,-7.649186999999999,-0.3138128,0.454,-1.01,2.466
391825.663,-1.26505785,-7.472667299999999,0.2941994999999999,0.473,-0.995,1.653
391825.703,-1.46119085,-7.9041599,0.7551120499999999,0.315,-0.537,0.574
391825.743,-1.2748645,-8.89463155,0.8629851999999999,0.15,-0.225,-0.34
391825.783,-1.0198915999999998,-9.022118,1.4219642499999998,0.079,-0.037,-0.948
391825.823,-1.34351105,-10.95402805,1.4317708999999998,0.011,0.375,-1.676
391825.863,-1.0296982499999998,-10.1793027,1.8044236,-0.079,0.955,-2.372
391825.903,-1.12776475,-9.5516771,1.8240369,-0.226,1.317,-2.626
391825.943,-1.65732385,-12.69961175,1.0002783,-0.265,1.302,-3.025
391825.982,-1.4219642499999998,-11.99353295,0.99047165,-0.13,1.167,-3.164
391826.022,-1.83384355,-9.1397978,1.32389775,-0.122,1.043,-3.076
391826.062,-2.5301157,-8.394492399999999,1.372931,-0.121,0.822,-2.992
391826.104,-3.0596748,-8.8063717,1.32389775,-0.002,0.549,-2.793
391826.144,-3.24600115,-9.6693569,1.1964112999999998,0.079,0.374,-2.312
391826.184,-2.97141495,-9.7674234,1.569064,-0.018,0.386,-1.317
391826.224,-3.04986815,-9.09076455,1.97113665,-0.286,0.538,-0.349
391826.264,-3.6676871,-11.5914603,0.392266,-0.291,0.445,0.258
391826.304,-3.34406765,-13.22917085,-0.5687857,-0.38,-0.307,0.664
391826.344,-2.10842975,-15.79851315,0.1274864499999999,-0.479,-0.767,1.149
391826.384,-1.7161637499999998,-13.68027675,-0.4903325,-0.411,-1.076,1.733
391826.424,-1.5494507,-13.807763199999998,-0.65704555,-0.378,-1.819,2.174
391826.464,-0.4707192,-15.2003075,-0.1569064,-0.041,-2.017,2.572
391826.504,0.32361945,-13.11149105,0.3726526999999999,0.082,-1.462,3.001
391826.544,0.0882598499999999,-10.46369555,0.44129925,0.073,-0.956,3.396
391826.584,-0.5687857,-9.46341725,-0.24516625,0.146,-0.877,3.493
391826.624,-0.9414384,-8.8848249,-0.40207265,0.288,-0.951,3.215
391826.664,-1.22583125,-7.85512665,-0.4216859499999999,0.392,-1.057,2.628
391826.704,-1.0591182,-6.7077486,-0.1274864499999999,0.489,-1.049,1.893
391826.744,-0.9218251,-6.38412915,0.2353596,0.446,-0.764,1.144
391826.784,-1.3533177,-7.4922806,0.50013915,0.22,-0.322,0.228
391826.824,-1.59848395,-7.84532,0.93163175,0.012,0.088,-0.722
391826.864,-2.28494945,-9.8458766,0.7453053999999999,-0.215,0.371,-1.782
391826.904,-2.4124359,-11.179581,0.65704555,-0.239,0.329,-3.052
391826.943,-1.0591182,-10.73828175,1.5298374,-0.188,0.29,-3.534
391826.983,-0.0588399,-12.71922505,1.8044236,-0.385,0.691,-3.471
391827.023,0.24516625,-13.670470099999998,1.99074995,-0.346,1.358,-3.054
391827.063,-0.65704555,-11.0226746,1.9024901,-0.245,1.961,-2.443
391827.103,-2.06920315,-9.1594111,1.08853815,-0.084,1.962,-2.137
391827.143,-3.0989014,-8.6494653,0.5197524499999999,0.088,1.525,-2.055
391827.183,-3.59904055,-8.63965865,0.1569064,0.216,0.808,-2.057
391827.223,-3.2558078,-8.629852,0.7158854499999999,0.23,0.186,-1.821
391827.263,-2.53992235,-8.99269805,1.3827376499999997,0.128,0.121,-1.19
391827.303,-2.30456275,-10.0420096,1.4219642499999998,-0.084,0.43,-0.413
391827.343,-2.7654752999999994,-12.0817928,0.2157462999999999,-0.196,0.422,0.252
391827.383,-2.549729,-12.13082605,0.48052585,-0.415,-0.032,0.758
391827.423,-2.4516625,-13.984282899999998,1.20621795,-0.585,-0.094,1.072
391827.463,-2.5301157,-14.5922952,-0.24516625,-0.375,-0.461,1.338
391827.503,-1.7946169499999998,-12.05237285,0.1274864499999999,-0.257,-1.292,1.779
391827.543,-1.06892485,-14.13138265,0.1765196999999999,-0.087,-1.782,2.22
391827.583,-0.1470997499999999,-13.5920169,0.5982056499999999,0.151,-1.719,2.642
391827.623,0.1372931,-11.01286795,1.1571847,0.204,-1.243,3.012
391827.663,-0.1176798,-9.0613446,1.372931,0.228,-0.716,3.243
391827.703,-0.65704555,-7.9629998,0.65704555,0.362,-0.553,3.302
391827.743,-1.26505785,-7.91396655,-0.2353596,0.424,-0.822,3.03
391827.783,-1.4513842,-7.972806449999999,-0.0588399,0.453,-1.122,2.416
391827.823,-1.46119085,-7.6688003,0.6276256,0.409,-0.95,1.509
391827.863,-1.6671305,-7.6688003,0.9414384,0.207,-0.447,0.489
391827.902,-1.8240369,-8.306232549999999,0.9610517,0.001,-0.149,-0.496
391827.942,-1.8240369,-9.67916355,1.3140911,-0.023,-0.008,-1.359
391827.982,-1.52003075,-11.238420899999998,1.6279039,-0.084,0.38,-2.329
391828.022,-0.7060787999999999,-10.2577559,2.8733484499999995,-0.047,0.911,-2.792
391828.062,-0.6962721499999999,-11.6306869,2.4320492,-0.174,1.389,-2.986
391828.102,-1.12776475,-12.915358049999998,1.95152335,-0.143,1.551,-3.159
391828.142,-1.63771055,-10.8853815,1.53964405,0.042,1.461,-3.172
391828.182,-1.93191005,-9.12999115,1.10815145,0.177,1.196,-3.129
391828.222,-1.7063570999999995,-8.1787461,1.5298374,0.211,1.18,-2.845
391828.262,-2.2163029,-8.306232549999999,1.32389775,0.198,1.355,-2.438
391828.302,-3.0596748,-9.58109705,0.73549875,0.198,1.27,-2.075
391828.342,-3.8245935,-10.198916,0.3334261,0.172,0.788,-1.622
391828.382,-3.85401345,-10.3558224,0.67665885,0.049,0.183,-1.035
391828.422,-2.8439285,-10.95402805,0.53936575,-0.2,-0.117,-0.023
391828.462,-1.95152335,-12.326959049999996,0.9218251,-0.664,-0.174,0.96
391828.502,-2.3732093,-14.6315218,1.08853815,-0.953,0.136,1.507
391828.542,-3.30484105,-14.798234849999998,-0.73549875,-0.728,-0.486,1.682
391828.582,-2.52030905,-10.983448,-0.1470997499999999,-0.484,-1.931,1.861
391828.622,-1.2356379,-14.003896199999998,-0.3726526999999999,-0.204,-2.831,2.133
391828.662,0.392266,-14.93552795,0.7453053999999999,0.026,-2.621,2.379
391828.702,1.20621795,-11.18938765,2.3928226,0.129,-1.554,2.972
391828.742,0.5687857,-8.845598299999999,1.9221034,0.179,-0.654,3.506
391828.782,-0.36284605,-8.71811185,0.5099457999999999,0.333,-0.538,3.735
391828.822,-0.95124505,-9.44380395,0.02941995,0.439,-0.844,3.442
391828.861,-1.10815145,-9.1397978,0.4314925999999999,0.504,-1.113,2.616
391828.901,-0.83356525,-7.1000146,1.36312435,0.568,-0.954,1.359
391828.941,-0.4903325,-6.42335575,1.63771055,0.391,-0.425,0.187
391828.981,-0.2745862,-7.7276402,1.6475172,0.074,-0.041,-0.747
391829.021,-0.5687857,-10.8069283,1.6671305,-0.201,0.468,-1.684
391829.061,-0.97085835,-11.20900095,1.6082906,-0.329,0.941,-2.617
391829.101,-0.5687857,-11.44436055,1.6279039,-0.244,1.215,-2.999
391829.141,-0.3334261,-13.42530385,0.980665,-0.281,1.542,-3.035
391829.181,-1.08853815,-12.944778,1.0296982499999998,-0.23,1.644,-3.08
391829.221,-2.3143694,-10.36562905,0.97085835,-0.192,1.594,-3.26
391829.261,-2.8635418,-8.9044382,0.3138128,-0.032,0.973,-3.321
391829.301,-2.53992235,-8.5513988,0.9022118,0.099,0.485,-3.118
391829.341,-2.3928226,-9.14960445,1.4906107999999998,0.097,0.668,-2.602
391829.381,-2.67721545,-9.1986377,1.77500365,0.062,1.067,-1.853
391829.421,-3.0400615,-9.58109705,1.6279039,-0.101,1.328,-0.966
391829.461,-3.71672035,-11.6306869,0.36284605,-0.186,1.142,-0.174
391829.501,-3.8245935,-12.8467115,-1.0591182,-0.235,0.141,0.453
391829.541,-2.93218835,-13.729309999999998,0.1765196999999999,-0.487,-0.709,0.852
391829.581,-2.06920315,-15.3376006,0.55897905,-0.548,-0.667,1.328
391829.621,-1.6965504499999997,-12.405412249999998,-0.04903325,-0.497,-0.9,1.946
391829.661,-1.14737805,-13.85679645,-0.91201845,-0.392,-1.536,2.631
391829.701,-0.392266,-15.8083198,-1.12776475,-0.141,-2.207,3.149
391829.741,0.1176798,-13.2389775,-0.196133,0.018,-2.366,3.443
391829.781,0.32361945,-9.62032365,0.8041453,0.058,-2.013,3.592
391829.82,0.1569064,-7.32556755,0.8727918499999999,0.165,-1.365,3.644
391829.86,-0.46091255,-5.697663649999999,0.1274864499999999,0.295,-1.171,3.184
391829.9,-0.83356525,-5.550563899999999,0.2549728999999999,0.326,-1.19,2.205
391829.94,-1.28467115,-7.207887749999999,0.46091255,0.249,-1.013,0.996
391829.98,-1.3337044,-10.2773692,0.8433718999999998,0.08,-0.742,-0.266
391830.02,-0.980665,-11.0030613,1.04931155,-0.088,-0.419,-1.05
391830.06,-0.8433718999999998,-10.326402449999998,1.26505785,-0.14,-0.201,-1.577
391830.1,-0.4314925999999999,-10.83634825,1.57887065,-0.157,0.341,-2.129
391830.14,-0.1176798,-9.953749749999998,2.0986231,-0.262,1.278,-2.519
391830.18,-0.48052585,-11.36590735,1.4906107999999998,-0.415,2.064,-2.753
391830.22,-1.10815145,-13.24878415,0.7256921,-0.388,2.239,-2.921
391830.26,-1.63771055,-10.7088618,0.63743225,-0.146,1.881,-2.874
391830.3,-1.8240369,-7.8649333,0.7256921,-0.062,1.29,-2.702
391830.34,-2.0593965,-7.5707338,1.0395048999999998,-0.111,0.955,-2.397
391830.38,-2.91257505,-8.26700595,0.9414384,-0.067,0.694,-2.159
391830.42,-3.22638785,-8.73772515,1.44157755,-0.02,0.495,-1.928
391830.46,-3.2754211,-10.42446895,1.9024901,-0.065,0.727,-1.452
391830.5,-3.530394,-12.287732449999998,0.97085835,-0.089,0.762,-0.665
391830.54,-3.4519408,-12.71922505,0.3530393999999999,-0.252,0.156,0.271
391830.58,-2.36340265,-17.455837,0.1078731499999999,-0.411,-0.3,1.12
391830.62,-1.91229675,-14.915914649999998,0.0392266,-0.22,-0.667,1.834
391830.66,-1.5298374,-13.533176999999998,-0.28439285,-0.152,-1.078,2.418
391830.7,-0.9218251,-15.092434349999998,-0.93163175,0.036,-1.58,2.826
391830.74,-0.0980665,-12.2190859,-0.28439285,0.127,-1.695,3.127
391830.779,0.0588399,-9.218251,0.392266,0.106,-1.472,3.351
391830.819,-0.2157462999999999,-7.649186999999999,0.196133,0.125,-1.231,3.418
391830.859,-0.5687857,-6.815621749999999,-0.36284605,0.192,-1.246,3.139
391830.899,-0.7649187,-6.6096821,-0.30400615,0.218,-1.324,2.408
391830.939,-1.01008495,-7.40402075,-0.0588399,0.222,-1.125,1.518
391830.979,-1.1179581,-8.580818749999999,-0.0588399,0.185,-0.807,0.582
391831.019,-0.7943386499999999,-10.228335949999998,0.32361945,0.059,-0.4,-0.248
391831.059,-0.6080123,-10.24794925,1.12776475,-0.118,0.137,-0.86
391831.098,-1.0198915999999998,-11.748366699999998,1.2944778,-0.311,0.744,-1.65
391831.138,-1.0983448,-11.0815145,1.6475172,-0.322,1.24,-2.423
391831.178,-0.6276256,-11.05209455,1.8044236,-0.296,1.525,-2.683
391831.218,-0.4903325,-13.189944249999998,1.5298374,-0.35,1.662,-2.651
391831.258,-0.8924051499999999,-11.66010685,1.89268345,-0.154,1.72,-2.402
391831.298,-1.65732385,-8.54159215,1.63771055,-0.026,1.765,-2.254
391831.338,-2.3928226,-7.384407449999999,1.22583125,0.095,1.497,-2.239
391831.378,-3.06948145,-7.5315072,0.8433718999999998,0.241,1.105,-2.354
391831.418,-3.36368095,-8.482752249999999,0.6668522,0.363,0.661,-2.466
391831.458,-3.01064155,-9.60071035,1.0395048999999998,0.324,0.471,-2.138
391831.498,-3.3146477,-10.85596155,1.12776475,0.178,0.479,-1.251
391831.538,-3.36368095,-11.964113,0.40207265,-0.018,0.3,-0.168
391831.578,-3.2950344,-13.0036179,0.0784532,-0.336,-0.085,0.628
391831.618,-2.4712758,-17.8284897,-0.6668522,-0.492,-0.371,1.26
391831.658,-1.8436502,-13.3566573,0.1569064,-0.448,-0.683,1.84
391831.698,-1.4023509499999998,-12.7682583,0.0980665,-0.446,-0.977,2.439
391831.738,-1.0787315,-14.798234849999998,-0.9022118,-0.197,-1.435,2.824
391831.777,-0.44129925,-11.67972015,0.0882598499999999,-0.055,-1.672,2.998
391831.817,-0.2353596,-9.16921775,1.0983448,-0.003,-1.488,3.127
391831.857,-0.4118793,-8.217972699999999,0.7551120499999999,0.12,-1.26,3.145
391831.897,-0.5687857,-7.46286065,0.32361945,0.29,-1.206,2.912
391831.937,-0.7060787999999999,-6.786201799999999,0.1765196999999999,0.361,-1.164,2.274
391831.977,-0.8433718999999998,-6.71755525,0.38245935,0.347,-0.962,1.378
391832.017,-1.01008495,-7.2373077,0.5295591,0.247,-0.532,0.445
391832.057,-1.24544455,-9.228057649999998,0.3334261,0.025,-0.147,-0.434
391832.098,-1.04931155,-9.973363049999998,0.7649187,-0.113,0.037,-1.046
391832.138,-1.1964112999999998,-10.5715687,1.1179581,-0.174,0.301,-1.594
391832.178,-1.24544455,-11.58165365,1.1571847,-0.229,0.776,-2.329
391832.218,-0.9218251,-10.757895049999998,1.3827376499999997,-0.34,1.175,-2.623
391832.258,-1.34351105,-13.5920169,0.8531785499999999,-0.428,1.241,-2.909
391832.298,-1.1571847,-12.748645,1.0787315,-0.315,1.225,-2.884
391832.338,-1.81423025,-8.9240515,1.569064,-0.289,1.217,-2.687
391832.378,-2.67721545,-7.40402075,1.16699135,-0.134,0.905,-2.542
391832.418,-2.65760215,-8.119906199999999,1.10815145,-0.008,0.625,-2.381
391832.458,-2.6281822,-9.40457735,1.30428445,0.061,0.699,-2.097
391832.498,-2.69682875,-9.7281968,1.65732385,0.057,0.845,-1.592
391832.538,-2.99102825,-9.5516771,1.5298374,-0.022,0.837,-0.851
391832.578,-3.2165812,-11.2580342,0.2745862,-0.08,0.409,-0.082
391832.618,-2.59876225,-14.36674225,-0.48052585,-0.266,-0.282,0.668
391832.658,-1.32389775,-18.83857465,-0.784532,-0.403,-0.705,1.449
391832.697,-1.06892485,-13.7881499,0.02941995,-0.356,-1.001,2.183
391832.737,-1.2160246,-13.0036179,0.0392266,-0.295,-1.419,2.57
391832.777,-0.6864655000000001,-12.9251647,-0.0784532,0.001,-1.368,2.766
391832.817,-0.50013915,-10.42446895,0.1372931,0.086,-1.197,2.856
391832.857,-0.4707192,-8.669078599999999,0.48052585,0.127,-1.077,2.943
391832.897,-0.6080123,-8.1983594,0.1078731499999999,0.209,-1.005,2.951
391832.937,-0.8825985,-8.031646349999999,-0.3726526999999999,0.293,-1.067,2.777
391832.977,-1.0002783,-7.8649333,-0.3726526999999999,0.37,-1.175,2.341
391833.017,-0.980665,-7.335374199999999,-0.0392266,0.409,-1.066,1.59
391833.057,-1.0983448,-7.3746008,0.3334261,0.287,-0.655,0.673
391833.097,-1.26505785,-8.9044382,0.4511058999999999,0.066,-0.213,-0.236
391833.137,-1.06892485,-9.44380395,0.93163175,-0.085,0.117,-0.926
391833.177,-1.6082906,-11.05209455,0.7158854499999999,-0.23,0.475,-1.627
391833.217,-1.6279039,-11.22861425,0.6864655000000001,-0.366,0.648,-2.456
391833.257,-1.0591182,-11.0815145,0.99047165,-0.476,0.49,-2.579
391833.297,-0.73549875,-13.3762706,1.1964112999999998,-0.418,0.338,-2.53
391833.337,-0.784532,-11.69933345,2.0005566,-0.387,0.918,-2.451
391833.377,-2.14765635,-8.580818749999999,2.0201699,-0.386,1.439,-2.744
391833.417,-2.53992235,-7.5118939,1.3925442999999995,-0.226,1.48,-3.071
391833.457,-2.6085689,-8.73772515,1.20621795,-0.012,1.407,-2.941
391833.497,-2.549729,-9.5516771,1.3337044,0.056,1.362,-2.196
391833.537,-2.75566865,-8.061066299999998,1.46119085,-0.075,1.105,-1.051
391833.577,-3.1185147,-9.65955025,1.0787315,-0.204,0.795,-0.256
391833.617,-3.6088472,-11.89546645,-0.30400615,-0.135,0.364,0.158
391833.657,-3.0792881,-12.758451649999998,-0.0784532,-0.312,-0.261,0.43
391833.696,-2.26533615,-16.632078399999997,0.1470997499999999,-0.383,-0.556,0.822
391833.736,-1.57887065,-15.11204765,-0.55897905,-0.157,-0.989,1.436
391833.776,-0.8433718999999998,-14.54326195,0.50013915,-0.122,-1.312,2.1
391833.816,0.00980665,-14.50403535,0.8825985,0.06,-0.862,2.715
391833.856,-0.0392266,-12.0033396,0.1470997499999999,0.135,-0.662,3.294
391833.896,0.00980665,-9.80665,0.38245935,0.139,-0.75,3.68
391833.936,-0.16671305,-8.46313895,0.40207265,0.259,-0.675,3.792
391833.976,-0.8629851999999999,-7.58054045,-0.26477955,0.342,-0.813,3.418
391834.016,-1.1964112999999998,-6.8842683,-0.1470997499999999,0.391,-1.013,2.637
391834.056,-1.1375714,-6.050703049999999,0.2941994999999999,0.371,-0.848,1.675
391834.096,-1.2748645,-5.648630399999999,0.392266,0.208,-0.497,0.742
391834.136,-1.85345685,-6.79600845,0.26477955,-0.009,-0.262,-0.264
391834.176,-1.95152335,-8.217972699999999,0.6276256,-0.162,-0.08,-1.297
391834.216,-1.9809433,-10.2773692,0.83356525,-0.212,0.169,-2.248
391834.256,-1.4023509499999998,-12.6309652,0.93163175,-0.206,0.576,-3.211
391834.296,-0.32361945,-12.0817928,1.61809725,-0.312,1.194,-3.392
391834.336,-0.2353596,-14.36674225,1.06892485,-0.437,1.509,-3.194
391834.376,0.1569064,-14.3373223,1.8436502,-0.222,2.01,-2.609
391834.416,-2.24572285,-10.01258965,1.6867437999999997,-0.156,2.738,-1.984
391834.456,-4.3933792,-7.433440699999999,1.01008495,0.107,2.304,-1.939
391834.496,-4.873905049999999,-7.89435325,-0.5295591,0.365,1.501,-1.846
391834.536,-4.658158749999999,-7.87473995,-0.6962721499999999,0.412,0.516,-1.623
391834.576,-3.95207995,-8.42391235,0.3138128,0.294,-0.026,-1.219
391834.615,-3.44213415,-9.11037785,0.9022118,0.152,0.069,-0.777
391834.655,-3.5009740499999995,-11.34629405,0.6276256,0.015,0.522,-0.566
391834.695,-3.95207995,-13.20955755,-0.196133,-0.083,0.68,-0.149
391834.735,-3.91285335,-13.6116302,-0.24516625,-0.399,0.289,0.558
391834.775,-3.1185147,-16.01425945,-1.55925735,-0.479,-0.644,1.474
391834.815,-1.97113665,-13.533176999999998,-0.81395195,-0.492,-1.66,2.248
391834.855,-1.1375714,-15.22972745,-0.7060787999999999,-0.425,-1.95,2.81
391834.895,-0.38245935,-14.788428199999998,-0.57859235,-0.258,-2.016,3.204
391834.935,0.16671305,-11.6895268,0.36284605,-0.14,-1.832,3.499
391834.975,0.0980665,-9.0613446,0.8727918499999999,-0.082,-1.364,3.659
391835.015,-0.40207265,-7.93357985,0.38245935,-0.003,-1.097,3.61
391835.055,-0.73549875,-7.14904785,0.00980665,0.099,-1.197,3.266
391835.095,-0.99047165,-6.756781849999999,0.1078731499999999,0.117,-1.335,2.47
391835.135,-1.16699135,-5.834956749999999,0.97085835,0.15,-1.021,1.303
391835.175,-1.53964405,-5.26617105,1.0198915999999998,0.048,-0.363,0.116
391835.215,-1.9809433,-6.7077486,0.7256921,-0.157,0.016,-1.028
391835.255,-2.02997655,-8.571012099999999,0.8433718999999998,-0.317,0.108,-2.036
391835.295,-1.765197,-11.669913499999998,0.46091255,-0.49,-0.026,-2.786
391835.335,-1.0296982499999998,-13.631243499999998,0.81395195,-0.61,-0.074,-3.381
391835.375,-0.4511058999999999,-12.944778,1.89268345,-0.608,0.182,-3.411
391835.415,-0.6668522,-15.347407249999998,1.3925442999999995,-0.594,0.942,-3.598
391835.455,-1.22583125,-13.2782041,1.3533177,-0.493,1.707,-3.486
391835.495,-2.0986231,-10.4931155,0.63743225,-0.291,1.981,-3.198
391835.535,-2.8537351499999994,-7.119627899999999,-0.196133,-0.101,1.806,-2.949
391835.575,-3.5107807,-7.992419749999999,0.53936575,-0.184,1.821,-2.749
391835.614,-4.14821295,-10.20872265,1.1375714,-0.079,1.672,-2.104
391835.654,-4.42279915,-9.7478101,0.81395195,-0.116,1.044,-0.965
391835.694,-4.28550605,-10.26756255,1.36312435,-0.256,0.478,-0.049
391835.734,-4.030533149999999,-11.846433199999998,0.3530393999999999,-0.165,0.164,0.574
391835.774,-3.03025485,-14.121576,-0.8825985,-0.223,-0.634,1.147
391835.814,-1.2356379,-17.56371015,-0.7453053999999999,-0.353,-1.151,1.867
391835.854,-0.46091255,-14.9845612,-0.32361945,-0.289,-1.365,2.726
391835.894,-0.1765196999999999,-14.6511351,-0.2941994999999999,-0.324,-1.433,3.45
391835.934,-0.6080123,-14.837461449999996,-0.6276256,-0.164,-1.348,3.564
391835.974,-0.8629851999999999,-11.79739995,-1.0983448,-0.054,-1.595,3.332
391836.014,-0.2941994999999999,-9.34573745,-0.0882598499999999,0.023,-1.845,3.079
391836.054,0.0,-8.149326149999998,0.28439285,0.183,-1.621,2.949
391836.094,-0.1863263499999999,-7.40402075,-0.196133,0.321,-1.453,2.678
391836.134,-0.2745862,-7.070594649999999,-0.06864655,0.429,-1.31,2.103
